Textos_espanol,sdg
"El objetivo de este documento es proporcionar una mejor comprensión de las políticas que sustentan las reformas centrales del sector público (PSR) en Ruanda. Analiza cinco funciones básicas del sector público: coordinación gubernamental, gestión de las finanzas públicas (centrándose en la elaboración de presupuestos y la contratación pública), gestión del servicio civil, auditoría externa y políticas anticorrupción. Para cada uno, identifica los orígenes de las reformas y analiza en qué medida llevaron a cambios tanto en las reglas como en la práctica. En general, el documento argumenta que la RSP ha tenido éxito y ha sido tan fuertemente aceptada porque los gobernantes consideraron un sector público eficaz como una herramienta crucial para su estrategia de legitimación, que se basaba en lograr un rápido progreso socioeconómico y proyectar una imagen de imparcialidad.",16
"De dónde viene la democracia, las etapas por las que se desarrolla, la dirección que toma, los esfuerzos necesarios para construirla, la densidad de la democracia y la ausencia de rendición de cuentas democrática, todo implica metáforas conceptuales que implican teorías de cómo surge y existe la democracia. como sistema de gobierno. Este capítulo examina una variedad de conceptos metafóricos y las formas en que llevan a los académicos a hacer ciertas suposiciones sobre la democracia, diseñar hipótesis sobre los procesos de democratización y contribuir a teorías que ofrecen explicaciones sobre cómo se desarrolla la democracia con el tiempo. El capítulo concluye que la democratización no es un proceso inequívoco, sino que, más bien, a menudo se entiende a través del mismo tipo de metáforas que enmarcan el estudio de otros aspectos de las relaciones internacionales (RI).",16
"El derecho internacional consuetudinario es el derecho que “resulta de una práctica general y consistente de los estados seguida por ellos a partir de un sentido de obligación legal”. “Los acuerdos internacionales crean leyes para los estados partes y pueden conducir a la creación de derecho internacional consuetudinario cuando dichos acuerdos están destinados a la adhesión de los estados en general y, de hecho, son ampliamente aceptados”. ¿Existe el derecho internacional consuetudinario (CIL) en materia tributaria? Hay más de 3.000 tratados fiscales bilaterales, y son idénticos en un 80 % entre sí, pero ¿crean CIL vinculantes en ausencia de un tratado vinculante, como por ejemplo, la Convención de Viena sobre el Derecho de los Tratados que vincula a los EE. UU., que no lo ha ratificado? En este capítulo se argumentará que la respuesta es sí, utilizando cuatro ejemplos: jurisdicción fiscal, umbral de establecimiento permanente (EP), estándar de plena competencia y no discriminación.",16
"La enorme y creciente cantidad de información en tiempo real disponible públicamente de los servicios de redes sociales como Twitter podría brindar muchos beneficios para mejorar la salud y la seguridad públicas, especialmente en el área de prevención del delito. Si bien estudios anteriores han aprovechado dichos datos para ayudar en la predicción de incidentes delictivos, hemos desarrollado una herramienta de investigación de delitos que utiliza datos de Twitter para ayudar en el análisis de delitos. La herramienta proporciona información contextual sobre incidentes delictivos al visualizar las características espaciales y temporales de un delito y su contexto utilizando datos de tuits cercanos y del historial criminal de un lugar objetivo. Además, también se lleva a cabo un análisis de sentimiento con los tuits identificados para profundizar en las características negativas de las áreas espaciales relacionadas con los diferentes delitos en cuestión. Se desarrolló un prototipo demostrativo de esta herramienta como aplicación web para el área de San Francisco.",16
"Este artículo reflexiona sobre la experiencia chilena reciente de acciones de rendición de cuentas, particularmente el intento de enjuiciamiento de perpetradores de violaciones de derechos humanos en el pasado. Si bien reconoce el impulso indudablemente sustancial proporcionado por el dramático arresto en el Reino Unido del ex dictador Augusto Pinochet en octubre de 1998, se centra en los actores y conductores nacionales en un renacimiento posterior a 1998 de tales intentos. El artículo examina el alcance y las limitaciones de los cambios recientes en el área de los procesos judiciales en Chile, señalando que estos se han llevado a cabo ante la insistencia de actores privados en lugar del Estado. También señala que la ley de autoamnistía de 1978 sigue textualmente intacta a pesar de los avances en la restricción de su aplicación con respecto a ciertas categorías de delitos prohibidos internacionalmente. Finalmente, el artículo examina algunos factores explicativos tanto de los avances recientes como de los bloqueos que persisten en el escenario chileno de rendición de cuentas en materia de derechos humanos.",16
"Este capítulo explora las contradicciones entre las afirmaciones de que la biometría aumentará la seguridad y evitará el robo de identidad, y la creciente evidencia de cómo, a medida que se introducen más documentos biométricos, aumenta el delito electrónico que amenaza la identidad y la seguridad personal, y la seguridad colectiva en el mundo. e-espacios de e-gobierno y vida personal. Considera el impacto y las implicaciones éticas para la sociedad de la ampliación de las aplicaciones biométricas a la vida diaria, y para los responsables de garantizar la seguridad y la rendición de cuentas a medida que se erosionan los controles tradicionales. Concluye con una serie de sugerencias para evitar la distopía.",16
"Los préstamos de estas instituciones generalmente tienen una duración más larga que los de los bancos comerciales, lo que ayuda a reducir la tarifa de energía, su participación también reduce el perfil de riesgo y, por lo tanto, el costo de los fondos. Sin embargo, es importante satisfacer los requisitos más estrictos de las instituciones de desarrollo, particularmente en lo que respecta a la transparencia y la minimización de los impactos ambientales y sociales. Se prevé que la conectividad energética (líneas de transmisión de electricidad, mercados y gasoductos de gas natural) fortalecerá inicialmente los sistemas en las cuatro subregiones: Asia sudoriental, Asia meridional, Asia central y Asia nororiental.",7
"Las nuevas formas de legislación internacional se han atribuido en gran medida a la naturaleza cambiante de las relaciones internacionales, con nuevos actores participando activamente en dominios tradicionalmente reservados a los Estados. El tema de los jueces como legisladores es especialmente relevante en el ámbito de la justicia penal internacional, donde se están creando nuevas instituciones. Uno de los temas bien tratados en la literatura académica ha sido la persecución de la violación y la violencia sexual como ejemplo de activismo judicial y como resultado de las complejas relaciones entre Estados, organismos internacionales y ong, así como la comunidad epistémica de profesionales del derecho. . Sin embargo, juzgar a jefes de Estado por crímenes internacionales ha sido un fenómeno relativamente reciente. Entre una serie de juicios celebrados en todo el mundo, el juicio del expresidente de Liberia, Charles Taylor, merece especial atención, no solo porque es un juicio terminado, sino también porque Taylor fue juzgado por delitos como violación y violencia sexual.",16
"Este estudio se centra en la matonería política y los dividendos democráticos en Nigeria. Utilizando datos de observación secundarios y personales, los autores buscaron abordar las siguientes preocupaciones: significado de matonería política y dividendo democrático, manifestación y avalancha de matonería política, y causas y efectos de matonería política y desempeño democrático desde 1999 hasta la fecha. El estudio revela que la pobreza, el desempleo, el atractivo financiero de los puestos electivos, el sistema de valores de acumulación de riqueza y una agencia de seguridad ineficaz explican la incidencia del vandalismo político en Nigeria. La matonería política dificulta la responsabilidad pública de los funcionarios electivos y, por lo tanto, es una ruina para el buen gobierno en Nigeria. Itg también aumenta la tasa de criminalidad y la aparición de candidatos creíbles en las elecciones y, por lo tanto, es una amenaza para el logro de los dividendos democráticos y el ejercicio de los derechos de ciudadanía en Nigeria. Sobre la base de estos hallazgos, el estudio recomienda que el gobierno debería hacer cargo electivo...",16
"La estructura de capacidad óptima para el caso de referencia y para los cuatro escenarios considerados se muestra en la Figura 4.15. Este efecto se ha observado en los cuatro escenarios analizados, y el efecto se hace cada vez más significativo con el nivel de penetración renovable. Por ejemplo, en el escenario representado en la Figura 4.14, la introducción de 78 GW de energía eólica desplaza, a largo plazo, alrededor de 19 GW de capacidad nuclear de carga base, es decir, alrededor del 40 % de la capacidad óptima en el escenario de referencia. Es interesante señalar que 78 GW de energía eólica producen la misma electricidad que unos 16,2 GW de carga base gestionable.",7
"Este artículo examina la manera en que el auge del populismo afecta el uso del derecho internacional por parte de los tribunales nacionales. Argumenta que el populismo puede tener un efecto negativo en la voluntad de los tribunales nacionales de referirse al derecho internacional. Argumenta además que si bien tal respuesta es comprensible, es lamentable, ya que la incorporación del derecho internacional en los fallos de los tribunales nacionales puede servir como una medida contra el populismo. Mantener el derecho internacional como parte del discurso legal nacional es particularmente importante en un entorno populista, por dos razones. Primero, donde el constitucionalismo es superado por los populistas, el derecho internacional puede servir como una fuente importante a la que los tribunales pueden recurrir para proteger los derechos humanos. Además, la remisión, el análisis y la aplicación del derecho internacional son medios para mantener el pluralismo en el debate jurídico y público y, en consecuencia, fortalecer la democracia.",16
"La mayoría de los estudios sobre la toma de decisiones de la Corte Suprema asumen que las preferencias ideológicas de los jueces exhiben un impacto uniforme en sus elecciones en una variedad de situaciones. Desarrollo un marco teórico que postula la importancia del contexto a nivel de caso en la configuración de la magnitud de la votación ideológica en la Corte. Planteo la hipótesis de cómo los factores relacionados con el problema influyen en esta magnitud. Pruebo las hipótesis utilizando un marco de modelado multinivel con datos de los períodos 1953-2004. Los resultados respaldan varias de las hipótesis, prominencia del tema, atención del tema, autoridad para la decisión (interpretación legal versus constitucionalidad de las leyes federales o estatales), conflicto entre tribunales, presencia de un tribunal inferior disidente y jurisdicción obligatoria versus discrecional, todas influir significativamente en la votación ideológica. En general, el artículo agrega calificaciones significativas a las teorías existentes sobre la toma de decisiones judiciales al mostrar cómo la votación ideológica en la Corte está determinada por las diversas situaciones que con...",16
"1. Los Derechos de Acceso a la Justicia bajo el Derecho Internacional Consuetudinario 2. El Derecho Individual de Acceso a la Justicia en Tiempos de Crisis: Emergencias, Conflicto Armado y Terrorismo 3. Acceso a la Justicia y Reparación por Violaciones al Derecho de la Guerra 4. Acceso a la Justicia ante Organismos Internacionales de Derechos Humanos: Reflexiones sobre la Práctica del Comité de Derechos Humanos de la ONU y el Tribunal Europeo de Derechos Humanos 5. Acceso a la Justicia Ambiental 6. Acceso a la Justicia en el Derecho Comparado Europeo 7. Acceso a la Justicia para las Víctimas de la Tortura",7
"Las cuestiones de la inmunidad estatal y diplomática en los casos en que están involucradas personas empleadas por Estados extranjeros en embajadas o consulados o contratadas directamente por diplomáticos siguen siendo controvertidas. El enfoque de este artículo está en los desarrollos recientes en la ley europea, en particular bajo la Convención Europea de Derechos Humanos, el Reglamento Bruselas I y la Carta de la Unión Europea, cuyo efecto ha sido mejorar los derechos de los empleados de Estados extranjeros. . También se analiza la Convención de las Naciones Unidas sobre Inmunidades Jurisdiccionales de los Estados y sus Bienes y la práctica interna actual de los Estados con el fin de identificar el estándar de derecho internacional actual sobre inmunidad de los Estados y empleo de embajadas y consulados. Sin embargo, los empleados de los diplomáticos siguen estando inadecuadamente protegidos y este artículo considera posibles estrategias para mejorar su posición.",16
"La influencia de una declaración de derechos generalmente se mide por la medida en que brinda recursos legales. Este artículo argumenta que la influencia de la Carta de Derechos Humanos y Responsabilidades de Victoria sobre la elaboración de políticas públicas en Victoria se puede evaluar de manera más integral mediante la aplicación de una lente sociojurídica. Un análisis socio-legal, centrado en la aplicación de la Carta a nivel de implementación de políticas, atribuye un papel igualmente influyente al diseño dialógico de la Carta y su papel como facilitador de la defensa comunitaria. El artículo discutirá cómo estos elementos funcionales y de diseño de la Carta nos ayudan a comprender el potencial de la Carta para promover el cambio social, como lo ilustran varios casos de incidencia comunitaria.",16
"Este artículo explora una afirmación controvertida del Fiscal General de la Commonwealth de que la legislación antiterrorista se justifica por referencia a las obligaciones de los gobiernos de garantizar la seguridad humana de sus ciudadanos, que, a su vez, se sugiere que se deriva del artículo 3 de la Declaración Universal. de Derechos Humanos (UDHR).I Como sugiere el título, el artículo se centra y analiza las opiniones del Fiscal General (el australiano) y dos canadienses influyentes en el campo de la seguridad humana, como las afirmaciones particulares del Fiscal General con respecto a la seguridad humana y los derechos humanos se han articulado y promovido citando los escritos de estos dos canadienses, Irwin Cotler y Louise Arbour.",16
"El estado de derecho se ha convertido en un ideal mundial. Cuenta con el apoyo de personas, gobiernos y organizaciones de todo el mundo. Se cree ampliamente que es la piedra angular de los sistemas políticos y legales nacionales. También se considera cada vez más como un principio fundamental de las relaciones internacionales y el derecho internacional. En el documento final de la Cumbre Mundial 2005, los jefes de estado y de gobierno del mundo acordaron reconocer “la necesidad de la adhesión universal y la implementación del estado de derecho tanto a nivel nacional como internacional”. Un año después , la Asamblea General de las Naciones Unidas adoptó una resolución sobre “el estado de derecho a nivel nacional e internacional”. Pocos ideales, si es que alguno, han logrado una aceptación y una aplicación tan amplias.",16
"Interactúan entre sí y con sus clientes a través de la red eléctrica, así como con el entorno natural, económico y social más amplio. Esto significa que la producción de electricidad genera costos más allá del perímetro de la planta individual. Dichos efectos externos o efectos del sistema pueden tomar la forma de intermitencia, congestión de la red o mayor inestabilidad, pero también pueden afectar la calidad del medio natural o generar riesgos en términos de seguridad de suministro.",7
"En White World Order, Black Power Politics: The Birth of American International Relations, Robert Vitalis presenta una historia disciplinaria crítica del campo de las relaciones internacionales y la disciplina de la ciencia política en general. Vitalis argumenta que las interconexiones entre el imperialismo y el racismo fueron ""constitutivas"" de los estudios sobre relaciones internacionales en los EE. UU. desde principios del siglo XX, y que las perspectivas de una generación de académicos afroamericanos que incluía a W. E. B. Dubois, Alain Locke , y Ralph Bunche fueron igualmente constitutivos de esta erudición, en virtud de la forma en que la disciplina emergente buscó marginar a estos académicos. Al desarrollar este argumento, Vitalis plantea interrogantes sobre la construcción del conocimiento y los fundamentos raciales del desarrollo político estadounidense. Estos temas se encuentran en el corazón de la ciencia política de los EE. UU., por lo que hemos invitado a una variedad de politólogos a comentar sobre el libro y sus implicaciones para nuestra disciplina.",16
"El estatus y el carácter de la erudición constitucional depende de la naturaleza de la ley constitucional. En los Estados Unidos, el contenido de la ley constitucional normalmente se negocia dentro de un diálogo entre la Corte Suprema y el pueblo estadounidense. En consecuencia, la erudición constitucional busca mediar en este diálogo aclarando las implicaciones sistemáticas y jurisprudenciales de los posibles desarrollos constitucionales. En Europa, el derecho constitucional es más independiente del diálogo político, por lo que la erudición constitucional es relativamente más autónoma. Mientras que los académicos constitucionales europeos imaginan su proyecto como el desarrollo de una estructura de normas constitucionales apolítica e internamente coherente, los académicos constitucionales estadounidenses tienden a desarrollar la teoría en el contexto de sus implicaciones prácticas para la adjudicación caso por caso.",16
"Varios analistas han identificado el Tratado de la Zona Libre de Armas Nucleares del Pacífico Sur (SPNFZ) de 1986 como uno de los principales logros de Australia en el área de la diplomacia de control de armas. Este artículo desafía la visión ortodoxa en la literatura secundaria de que la búsqueda de un Tratado SPNFZ por parte de Australia estuvo motivada exclusivamente por el deseo de proteger la dimensión nuclear de su relación de alianza con los Estados Unidos de propuestas más “radicales” en la región. Basándose en documentos inéditos que el Departamento de Relaciones Exteriores y Comercio puso a disposición del autor en virtud de la Ley de Libertad de Información del Commonwealth, este artículo argumenta que la búsqueda del gobierno de Hawke de una zona libre de armas nucleares en el Pacífico Sur estuvo motivada principalmente por lo que se percibió como una oportunidad para promover la imagen de Australia como una potencia media activista comprometida con reforzar la coherencia del régimen global de no proliferación.",16
"Las opiniones judiciales ""minimalistas"" han caracterizado cada vez más la producción de la Corte Suprema, y ​​se ha desarrollado un cuerpo académico que defiende el minimalismo judicial como un medio saludable para restringir a los tribunales y mejorar su relación con los poderes políticos. Centrándome en los años iniciales de la Corte Roberts, cuestiono el valor democrático del minimalismo judicial. En la práctica, el minimalismo judicial muchas veces no representa mayor deferencia hacia los poderes políticos, y en algunos casos socava la transparencia que exigen los valores democráticos.",16
"Los técnicos de turbinas eólicas identifican, inspeccionan, mantienen y reparan las turbinas eólicas para garantizar que exista un control de calidad adecuado. Su objetivo es mantener los costos de mantenimiento bajos y la calidad alta”. El 50 por ciento de los técnicos solares con ingresos medios reportaron ingresos anuales que oscilan entre $31 150 y $47 620. Según la Oficina de Estadísticas Laborales de EE. UU., el 10 por ciento peor pagado de los los técnicos solares ganaban $12,62 o menos por hora y $26 250 o menos por año, mientras que el 10 por ciento mejor pagado ganaba $27,88 o más por hora y reportaba ingresos anuales de $57 980 o más. (",7
"Este artículo contribuye a la literatura empírica sobre la economía política de la política tributaria mediante el uso de un conjunto de datos de panel sobre cambios en las tasas legales y nuevas adopciones de impuestos por parte de los gobiernos estatales durante el período de posguerra. Un hallazgo principal es que hay poca evidencia que respalde los modelos recientes de ciclos de política que enfatizan el uso de instrumentos de política fiscal a corto plazo (como una reducción de impuestos) a medida que se acerca una elección para mejorar las perspectivas de reelección. Sin embargo, el momento de los aumentos de impuestos está claramente relacionado con los ciclos electorales, y la mayor parte de los aumentos de tasas y las nuevas adopciones ocurren durante el primer año del mandato de un gobernador. También se examina la consecuencia política de las acciones de política tributaria estatal. Se presenta evidencia que muestra que los votantes tienden a culpar a los gobernadores más que a la legislatura por los aumentos de tasas en los impuestos de base amplia, especialmente por los aumentos promulgados en un año electoral.",16
"Redirigir la innovación de tecnologías sucias a tecnologías limpias reduce el costo de las políticas ambientales y puede conducir a un mayor crecimiento económico a corto plazo, si los beneficios de mayores efectos indirectos superan estos costos. No obstante, este esfuerzo financiero debe mantenerse y acelerarse, si es que se mantiene el objetivo de una producción de electricidad con emisiones de GEI casi nulas. El compromiso asumido por los 22 países (y la UE) bajo la Misión Innovación, de duplicar su financiación pública para I+D+D en energía baja en carbono es, por lo tanto, crucial y es posible que deba fortalecerse aún más en el futuro.",7
"Las empresas privadas pueden fomentar la fabricación de electrodomésticos eficientes junto con las instrucciones y el servicio postventa necesarios para garantizar una aplicación adecuada y una operación a largo plazo. Esto es necesario para aumentar las economías de escala, lo que reducirá los precios y reducirá las inversiones en tecnologías ineficientes que tienen costos iniciales más bajos, pero costos a largo plazo más altos y mayores impactos ambientales. En este caso, normalmente se encuentra que el costo adicional asociado con el equipo de uso final altamente eficiente es rentable cuando se considera la aplicación de electricidad completa.",7
"En septiembre de 2014, los Estados miembros de la Liga de los Estados Árabes aprobaron el Estatuto de la Corte Árabe de Derechos Humanos, finalizando un proceso de 20 años para establecer un mecanismo de protección de los derechos humanos que se asemeja a los mecanismos que operan en otras regiones. Este artículo examina la extinta Carta Árabe de Derechos Humanos de 1994, la Carta de Derechos Humanos revisada de 2004, así como el mandato y las actividades del Comité Árabe de Derechos Humanos. Luego explica la redacción del Estatuto de la Corte, analiza las características más destacadas de su Estatuto, que se concluyó independientemente de la Carta de 2004, y hace las comparaciones pertinentes con los mecanismos regionales europeos, interamericanos y africanos.",16
"El artículo argumenta que el impacto de los esfuerzos de aplicación de la ley contra la corrupción merece más atención académica. Basándose en un estudio de métodos mixtos de Malawi en el sur de África, donde una operación policial a gran escala ha estado investigando y procesando a los involucrados en un escándalo de corrupción de 2013 conocido como 'Cashgate', el artículo explora el potencial para disuadir la corrupción. desde la perspectiva de los funcionarios gubernamentales en el servicio civil de Malawi. Malawi ofrece un entorno desafiante para la disuasión debido a la capacidad estatal limitada, las agencias policiales débiles y la corrupción generalizada. No obstante, los hallazgos de la investigación muestran que los funcionarios del gobierno de Malawi perciben que los enjuiciamientos y las condenas disuaden la corrupción, tanto con respecto a la respuesta de las fuerzas del orden público a Cashgate específicamente como a los esfuerzos de aplicación de la ley en general. Los hallazgos de Malawi sugieren que la aplicación de la ley y la justicia penal tienen el potencial de hacer una contribución importante a las estrategias anticorrupción en África y el Sur Global en general.",16
"Uno de los cargos más básicos que se le hacen al modelo consociacional es que, aunque puede proporcionar la gestión de conflictos, no logra el objetivo a largo plazo de la resolución de conflictos. Este artículo busca responder a esta acusación al ver el modelo consociacional a través de una lente democrática deliberativa. En particular, argumento que la democracia deliberativa proporciona estándares normativos que pueden informar el diseño de instituciones consociacionales de manera que animen a los líderes políticos a centrarse en los intereses de todos en la sociedad, en lugar de simplemente en los intereses de su propio grupo étnico. En la medida en que las instituciones consociacionales, concebidas deliberadamente, pueden tener este efecto, en principio no hay razón por la que no puedan proporcionar también la resolución de conflictos.",16
"En la práctica, el factor de capacidad promedio de la energía hidroeléctrica en la India ha sido a menudo más bajo, con un factor de carga nacional promedio del 43 % en 2007 debido a factores que incluyen deficiencias en el diseño de las antiguas centrales hidroeléctricas existentes y una fuerte dependencia de las lluvias monzónicas. Casi el 90% del potencial hidroeléctrico restante total de 98 GW se encuentra en la región montañosa del Himalaya (Figura 1.12). La definición de las regiones dentro de India corresponde a la utilizada en el análisis del modelo geográfico (ver Anexo B).",7
"Las sanciones económicas a menudo se han considerado una herramienta importante para disciplinar a los adversarios y obligarlos a ofrecer importantes concesiones. La historia, sin embargo, sugiere lo contrario. Las sanciones económicas rara vez hacen que los estados abandonen activos nacionales importantes. Después de décadas de luchar bajo medidas financieras punitivas, Irán ha persistido con sus políticas objetables que van desde el terrorismo hasta la proliferación de armas de destrucción masiva. Todo esto sugiere que los regímenes ideológicos que valoran sus prioridades políticas y que aparentemente son insensibles a los crecientes costos de su beligerancia pueden no ser candidatos adecuados para el tipo de análisis de costo-beneficio que invita la diplomacia de sanciones.",16
"Este capítulo aborda la cuestión de cómo podría evolucionar un tratado centrado en las empresas y los derechos humanos, a través de la promoción continua y la práctica estatal. También examina por qué es más probable que surja una serie de tratados más limitados, enfocados en formas específicas en que los Estados pueden regular las corporaciones como un medio para prevenir daños. Como punto de comparación, el artículo examina el movimiento anticorrupción, que comenzó con una ley estadounidense que prohibía el soborno extranjero y condujo a la Convención de las Naciones Unidas contra la Corrupción (UNCAC) de 2005.",16
"Este capítulo analiza los intentos del gobierno indio de extender las políticas nacionales dentro de la disputada región de Cachemira, donde las fuerzas de seguridad indias pueden imponer “medidas especiales” para mutilar y matar con impunidad. Argumenta que los derechos otorgados a los indios no tienen sentido para los cachemires en virtud de la Ley de Poderes Especiales de las Fuerzas Armadas (AFSPA), una ley draconiana aplicada en J&K. Usando el “Derecho a la Privacidad” como ejemplo, este capítulo demuestra cómo tales enmiendas constitucionales y órdenes presidenciales aprobadas por el gobierno indio desde 1948 han sido un modo de anexión “legalizada” constantemente desplegada para criminalizar la demanda de soberanía y socavar la autonomía regional y las libertades personales de los cachemires.",16
"Este capítulo intentará demostrar que existe una tendencia hacia la convergencia entre el enfoque adoptado por el Tribunal Europeo de Derechos Humanos en materia de jurisdicción y responsabilidad y el derecho internacional general. El análisis mostrará que en sus decisiones en Jaloud y Chiragov, la Corte avanza hacia una integración judicial en el sentido de una diferencia razonada entre la responsabilidad en derechos humanos y el derecho internacional general. Aunque en futuras sentencias el TEDH deberá ofrecer un razonamiento jurídico aún más consistente para mantener esta tendencia, es evidente que el TEDH no es un régimen autónomo sino que contribuye a una mayor integración judicial.",16
"Como principio organizativo dentro de los sistemas de gobernanza multinivel, la subsidiariedad estipula que las decisiones deben tomarse en el nivel más bajo de cualquiera de los dos niveles de organización político-legal, a menos que razones convincentes aconsejen trasladar la toma de decisiones al nivel superior. En el ámbito judicial, el principio ha encontrado expresión, procesalmente, en la regla del agotamiento de los recursos internos y, sustantivamente, en el margen de apreciación y doctrinas similares de concesión de deferencia. Estas manifestaciones judiciales del principio de subsidiariedad deberían aparecer con especial probabilidad en el contexto de los tribunales que ejercen jurisdicción sobre denuncias individuales de derechos humanos. Este artículo investiga hasta qué punto tres tribunales subregionales en África que poco después de su creación comenzaron a incursionar en el ámbito de los derechos humanos: el Tribunal de Justicia Comunitario de la CEDEAO, el Tribunal de Justicia de África Oriental y el Tribunal del Sur. Comunidad Africana para el Desarrollo: han reconocido la subsidiariedad como principio rector...",16
"Entre 2007 y 2013, una deducción fiscal del 55 % ofrecida en el Programa de Reembolso Fiscal por Eficiencia Energética aumentó la inversión en nuevos electrodomésticos y equipos en 23 000 millones EUR en 1,8 millones de solicitudes. El coste del plan fue de 13 000 millones EUR. ( Org/W/ bookshop/463-Energy_Efficiency_Market_Report_2014 South Africa. El impuesto sobre la renta se modificó en 2013 para incluir la regulación 12L, que establece incentivos fiscales para cualquier proyecto de eficiencia energética que reduzca el consumo de energía de alguna manera, y es exigible hasta 2020.",7
"El apoyo a las energías renovables podría fomentar la innovación y la difusión de tecnologías de reducción de emisiones, más allá de los incentivos proporcionados por el EU ETS. Sin embargo, el análisis de la OCDE muestra que cuando existe un precio del carbono, la aplicación de otras herramientas de política, incluidos los subsidios y objetivos de energías renovables o biocombustibles, puede conducir a la superposición y socavar la rentabilidad (OCDE, 2009c). A pesar de la simplificación de los procedimientos administrativos y de permisos, éstos todavía se consideran el principal obstáculo para el desarrollo del sector de las energías renovables (IEA, 2009a).",7
"Algunos también apuntan a una combinación de granjas, pueblos grandes y pueblos pequeños, todos los cuales requieren diferentes tecnologías. De hecho, las políticas de electrificación rural se configuran de acuerdo con las distintas necesidades energéticas, recursos y grupos destinatarios. Evidentemente, electrificar el suburbio de una importante ciudad india plantea problemas diferentes a los de una aldea remota en China. Las regiones remotas o rurales que carecen de suministro eléctrico a menudo se caracterizan por desafíos bien identificados. Pueden estar a una distancia razonable de las redes eléctricas nacionales o regionales (pueblos remotos en la Amazonía), pueden ser de difícil acceso (lejos de los centros urbanos con un terreno difícil, como grandes ríos o selvas), o pueden sufrir condiciones climáticas adversas que convertir la electrificación a través de la extensión de la red en una tarea peligrosa. Las comunidades rurales también suelen estar muy dispersas con una baja densidad de población y se caracterizan por un bajo nivel de educación, una baja densidad de carga generalmente concentrada en las horas pico de la noche y bajos ingresos.",7
"En su sentencia de 13 de febrero de 2019 en el caso Tomanovic et.al. v. the European Union et.al., el Tribunal Superior de Justicia inglés desestimó varias demandas basadas en violaciones de derechos humanos por parte de EULEX Kosovo. Aunque la desestimación del Tribunal Superior se basó en última instancia en la falta de incorporación de las disposiciones del Tratado sobre Política Exterior y de Seguridad Común en el derecho interno, la sentencia contiene extensos obiter dicta que analizan cuestiones clave del derecho de la Unión. En esta Perspectiva, resumo, contextualizo y reflexiono críticamente sobre el razonamiento del Tribunal Superior. En particular, me centro en el alcance de la competencia del Tribunal de Justicia sobre la PESC y en la aplicación del principio Foto-Frost a la misma.",16
"La decisión de la Corte Suprema en las apelaciones conjuntas en Mayor and Burgesses of the London Borough of Hounslow v Powell, Leeds City Council v Hall y Birmingham City Council v Frisby representa la culminación de una serie de juicios que demuestran una aceptación que evoluciona lentamente, por la Cámara de los Lores y ahora el Tribunal Supremo, de la posición del Tribunal Europeo de Derechos Humanos sobre las solicitudes presentadas por las autoridades públicas para recuperar la posesión de sus propiedades de los inquilinos que las ocupan de conformidad con diversos regímenes legales. El Tribunal Europeo de Derechos Humanos ha sostenido que la protección de la vida privada y familiar en el artículo 8 del Convenio Europeo de Derechos Humanos (CEDH) exige que los acusados ​​en solicitudes de posesión tengan la oportunidad de argumentar que una orden de posesión sería desproporcionada. Además, en cualquier impugnación de proporcionalidad de este tipo, el tribunal correspondiente debe considerar las cuestiones de hecho planteadas en relación con las circunstancias personales de los acusados.",16
"Los últimos años han sido testigos de numerosos proyectos impulsados ​​por expertos para establecer la ley. Los ejemplos incluyen el Estudio de derecho internacional humanitario consuetudinario del Comité Internacional de la Cruz Roja, su Orientación interpretativa sobre la noción de participación directa en hostilidades, y Manuales internacionales sobre temas tales como el derecho relativo a los conflictos armados en el mar, el Derecho internacional relativo a a la Guerra Aérea y de Misiles y la Guerra Cibernética. Teniendo en cuenta que los textos del CICR no se produjeron ni se describieron como manuales, todos los textos enumerados reflejan la interpretación experta de leyes fragmentadas, oscuras o aún no articuladas. El Capítulo 3 toma cada uno de los textos enumerados uno por uno, analiza el estado legal que reclaman y parecen tener, señala la importancia de cada uno, dadas las complejidades y lagunas en el derecho convencional de los conflictos armados que tenemos actualmente y reflexiona sobre si la generación de tales Manuales es un desarrollo deseable.",16
"Este artículo cuestiona si los derechos humanos no forman parte de una utopía que ante los desafíos y distopías de la sociedad contemporánea está desapareciendo paulatinamente. Encuentra que la trayectoria histórica de los derechos humanos incluye períodos de emergencia y latencia. Un panorama de la situación actual revela avances significativos en relación con las normas, el seguimiento, la denuncia y la sensibilización de los derechos humanos, a pesar de las contradicciones, en particular, entre las normas y su aplicación en los Estados nacionales soberanos. La literatura sugiere que este progreso es menos el resultado de las sanciones que de la toma de conciencia de la legitimidad moral de los derechos humanos. Por lo tanto, la escolarización y la educación en general tienen un significado especial. En cuanto a las escuelas, se necesitan cambios profundos: un mejor conocimiento de los estudiantes y el establecimiento de un ambiente basado en el ejemplo real de la práctica y el respeto de los derechos humanos. Los planes de estudio deben adoptar la interdisciplinariedad y las metodologías activas para alentar a los estudiantes a asumir un papel protagónico. Palabras claveDerechos humanos, Educación en derechos humanos, Currículo, Modernidad",16
